Point Cloud Visibility
87
Visibility for camera IMG_20241230_135636.jpg
689
3485 1485.78 685.443
3486 1506.68 682.094
3495 1747.78 741.632
3515 274.151 702.432
3540 640.805 796.61
3551 848.784 709.145
3558 919.556 799.258
3562 929.072 773.918
3604 1490.65 618.907
3606 1483.16 733.878
3619 1729.71 840.62
3620 1747.78 741.632
3624 1783.86 792.547
3625 1834.52 648.761
3626 1830.19 805.227
3627 2104.02 706.971
3662 873.089 781.292
3673 1135.77 771.632
3690 1568.42 773.474
3693 1703.55 757.953
3694 1703.55 757.953
3695 1755.98 736.813
3708 522.731 684.758
3767 1463.73 712.183
3771 1496.94 683.536
3777 1746.76 771.454
3779 2047.9 753.911
3793 216.223 741.423
3795 223.505 764.669
3796 223.505 764.669
3826 943.09 795.451
3828 941.861 893.112
3838 1263.18 682.012
3839 1281.42 687.348
3849 1458.17 669.243
3854 1501.72 739.569
3864 1695.66 830.935
3865 1709.67 840.325
3869 1741.4 672.962
3871 1801.14 784.065
3872 1821.82 710.165
3880 2023.57 692.729
3882 2034.59 700.451
3923 1030.77 705.202
3936 1145.09 776.089
3948 1328.31 629.203
3962 1498.96 646.865
3964 1508.83 611.253
3974 1704.84 801.476
3975 1704.84 801.476
3986 1900.84 694.478
3999 339.519 672.243
4011 439.808 888.227
4018 783.133 636.733
4031 930.183 696.733
4044 1116.89 638.997
4052 1220.78 688.649
4053 1220.78 688.649
4059 1496.94 683.536
4060 1524.81 776.382
4065 1718.53 654.049
4073 2086.42 665.291
4084 905.866 781.693
4085 937.894 820.716
4092 1092.48 929.524
4094 1116.89 775.517
4097 1284.75 764.129
4100 1455.17 815.515
4101 1505.52 606.499
4110 1869.49 731.511
4123 926.848 734.88
4131 984.149 736.629
4135 1046.87 703.306
4137 1100.85 918.21
4172 1854.39 775.853
4175 1964.68 636.179
4211 1731.96 739.131
4215 1778.06 795.632
4228 246.184 662.479
4242 800.471 620.453
4249 863.134 922.297
4257 1127.68 867.29
4263 1311.18 838.286
4271 1591.44 673.665
4279 1734.7 710.598
4285 1985.3 407.493
4301 334.78 765.613
4302 461.073 692.429
4303 477.331 608.414
4310 710.347 823.562
4315 888.987 732.475
4322 1131.66 910.273
4324 1144.25 719.976
4325 1139.54 644.146
4338 1549.44 768.507
4345 1897.33 731.1
4358 293.4 687.695
4366 574.757 803.51
4374 877.925 742.516
4376 883.355 724.087
4378 929.954 900.623
4390 1126.03 685.976
4391 1121.2 735.27
4394 1238.48 676.864
4395 1238.48 676.864
4397 1350.3 779.926
4423 1971.71 842.978
4424 1971.71 842.978
4425 1997.45 797.839
4427 1999.43 728.814
4429 529.28 810.512
4430 601.303 774.735
4432 797.746 666.869
4435 880.519 782.48
4436 882.836 760.359
4440 902.155 752.886
4441 948.023 757.523
4444 1009.23 779.883
4449 1090.55 679.574
4452 1136.55 758.433
4453 1170.49 880.417
4456 1267.48 690.758
4460 1490.54 690.027
4465 1785 649.085
4472 2063.31 757.201
4475 2073.74 823.122
4479 2979.86 318.096
4486 682.569 732.086
4494 1012.58 668.551
4499 1139.87 655.799
4502 1267.48 690.758
4507 1529.92 713.234
4524 2025.99 711.639
4526 2063.31 757.201
4532 121.724 808.663
4534 187.463 671.924
4537 206.445 671.204
4539 453.006 713.18
4543 484.548 790.632
4546 620.527 793.499
4548 863.134 922.297
4560 2129.2 670.56
4566 283.919 736.047
4573 703.689 871.114
4574 703.689 871.114
4577 804.146 659.972
4579 812.848 729.178
4580 837.248 914.527
4585 1018.75 678.179
4590 1181 660.734
4591 1188.36 737.216
4592 1207.43 646.248
4597 1350.84 832.427
4598 1493.79 651.279
4605 1704.88 643.793
4606 1718.53 654.049
4612 1898.2 705.417
4625 162.838 716.815
4628 226.718 646.531
4629 226.718 646.531
4631 334.78 765.613
4633 428.22 663.843
4634 395.403 932.634
4636 561.026 767.841
4638 571.112 909.797
4642 919.451 836.432
4643 931.044 678.999
4645 955.809 779.279
4647 1002.2 882.03
4655 1262.87 624.147
4656 1189.38 680.094
4659 1467.25 668.937
4660 1520.92 879.177
4674 2059.52 887.272
4682 2693.74 866.68
4714 12.2099 889.203
4716 18.2807 842.402
4717 18.2807 842.402
4718 16.4138 759.512
4721 31.1219 690.178
4723 48.5271 849.67
4725 90.4648 882.993
4728 130.057 887.643
4729 155.069 878.859
4730 185.146 663.556
4734 272.521 636.109
4735 308.906 909.612
4738 360.026 910.479
4741 536.488 684.629
4744 668.431 744.788
4745 733.025 917.687
4746 755.083 736.042
4754 1023.18 654.021
4759 1403.74 492.791
4761 1425.82 638.77
4765 1824.62 601.9
4799 286.547 851.075
4801 331.83 863.913
4802 319.188 649.807
4803 374.174 732.026
4805 424.28 798.655
4812 639.061 817.582
4813 703.185 870.779
4814 703.185 870.779
4815 704.001 871.997
4816 797.754 674.076
4818 880.519 782.48
4823 979.603 653.161
4824 996.765 904.549
4825 1112.49 420.763
4827 1022.79 689.623
4828 1072.06 709.444
4829 1103.88 841.448
4834 1308.55 774.093
4835 1326.92 636.566
4838 1356.72 794.055
4839 1463.29 481.978
4844 1595.17 696.187
4869 225.684 668.538
4871 406.222 885.099
4874 881.168 845.018
4877 891.809 814.906
4881 1022.79 689.623
4885 1298.21 707.948
4888 1588.35 826.036
4890 1597.34 784.351
4891 1606.2 808.067
4892 1607.39 788.132
4897 1692.56 635.403
4902 1819.67 676.061
4904 2112.04 639.882
4918 761.924 759.612
4920 803.17 721
4922 944.043 869.83
4923 998.885 691.498
4924 1026.74 689.069
4925 1127.72 795.246
4926 1203.67 590.525
4929 1363.83 795.654
4932 1455.56 855.702
4933 1519.21 558.87
4934 1602.85 719.05
4936 1616.77 718.238
4940 1735.4 624.341
4945 2521.98 665.502
4955 56.1897 761.472
4959 218.297 675.621
4961 312.931 836.961
4962 382.381 656.501
4966 442.769 856.117
4967 490.363 734.501
4971 682.569 732.086
4973 739.97 743.032
4974 771.954 987.547
4978 966.46 677.162
4979 998.11 741.913
4980 998.11 741.913
4981 1033.21 635.696
4983 1047.98 715.111
4987 1209.18 637.615
4988 1231.06 745.046
4989 1258.59 579.377
4991 1289.49 496.641
4992 1292.74 504.703
4993 1292.74 504.703
4994 1299.03 656.908
4995 1312.92 791.095
4996 1337.34 827.86
4997 1353.82 887.95
4998 1445.17 791.668
5000 1586.79 744.476
5001 1588.85 751.352
5003 1636.49 717.284
5004 1730.36 639.124
5006 1784.08 660.076
5007 1872.13 642.112
5013 2192.32 529.227
5015 2229.3 487.532
5016 2229.3 487.532
5018 65.4916 749.188
5020 119.124 921.168
5023 285.721 941.337
5024 277.954 652.408
5026 362.067 763.565
5028 467.117 608.868
5030 578.803 771.657
5032 663.004 648.061
5034 759.085 977.358
5035 814.07 615.431
5036 814.07 615.431
5038 1027.37 673.135
5040 1048.42 758.054
5042 1084.39 694.774
5043 1127.72 795.246
5044 1152.88 685.924
5045 1170.24 586.671
5047 1242.62 560.615
5048 1244.04 751.57
5049 1343.75 696.664
5050 1351.75 641.449
5051 1428.79 474.777
5052 1468.96 435.643
5053 1480.41 435.507
5055 1538.37 302.94
5057 1605.42 576.12
5058 1586.04 809.338
5059 1628.02 554.351
5060 1647.46 597.844
5062 1742.99 931.624
5063 1785 649.085
5064 1819.55 452.357
5067 2002.83 621.367
5070 2159.75 620.555
5074 2470.45 577.754
5078 171.977 955.655
5079 225.684 668.538
5080 323.93 972.503
5081 498.058 605.137
5082 505.753 737.969
5083 517.223 609.305
5084 587.354 765.889
5085 604.619 973.347
5086 663.882 816.29
5087 762.534 713.424
5088 778.213 937.862
5089 781.44 691.822
5090 831.876 686.289
5091 896.2 697.353
5092 948.531 858.556
5093 949.65 615.962
5094 960.613 763.139
5095 976.928 881.242
5096 986.885 854.297
5097 1012 642.426
5098 1026.74 689.069
5099 1040.22 673.388
5100 1040.22 673.388
5101 1047.34 746.618
5102 1065.92 978.274
5103 1092.18 510.021
5104 1093.31 499.844
5105 1095.08 606.265
5106 1127.7 853.173
5107 1202.77 909.315
5108 1222 647.497
5109 1223.22 644.978
5110 1227.78 722.309
5111 1237.44 711.416
5112 1238.73 595.284
5113 1261.01 697.334
5114 1276.04 831
5115 1289.49 496.641
5116 1343.75 652.133
5117 1352.81 651.76
5118 1356.91 701.014
5119 1486.55 634.006
5120 1506.68 682.094
5121 1538.65 328.375
5122 1551.83 768.195
5123 1592.96 581.714
5124 1593.53 750.41
5125 1605.18 808.853
5126 1608.3 748.995
5127 1611.02 656.81
5128 1616.33 579.56
5129 1618.65 438.471
5130 1623.07 647.475
5131 1628.56 589.509
5132 1648.85 724.338
5133 1657.28 712.371
5134 1659.73 688.646
5135 1666.9 424.632
5136 1682.22 694.448
5137 1694.96 429.459
5138 1707.31 446.74
5139 1724.88 900.145
5140 1747.58 604.597
5141 1759.69 406.363
5142 1868.04 892.087
5143 1870.72 424.824
5144 1894.55 477.565
5145 1897.57 650.401
5146 1914.19 707.156
5147 1924.05 587.977
5148 1961.22 596.93
5149 1976.05 825.353
5150 2008.13 635.203
5151 2038.47 626.014
5152 2039.41 543.178
5153 2047.37 782.013
5154 2048.71 404.666
5155 2064.02 552.808
5156 2064.02 552.808
5157 2074.01 686.849
5158 2088.64 797.742
5159 2091.99 548.124
5160 2093.35 731.789
5161 2093.76 547.329
5162 2107.59 484.495
5163 2107.59 484.495
5164 2110.95 570.712
5165 2113.5 833.158
5166 2114.8 461.068
5167 2121.55 802.24
5168 2125.51 752.782
5169 2125.77 837.424
5170 2127.06 485.968
5171 2133.29 613.619
5172 2134.17 545.276
5173 2134.17 545.276
5174 2140.04 666.125
5175 2140.67 365.503
5176 2142.01 524.159
5177 2142.59 700.025
5178 2152.11 782.163
5179 2159.75 620.555
5180 2164.06 926.034
5181 2164.15 443.582
5182 2164.33 522.407
5183 2178.12 684.147
5184 2186.08 620.114
5185 2187.86 684.914
5186 2201.49 678.897
5187 2211.67 915.594
5188 2213.16 527.631
5189 2218.6 645.23
5190 2220.48 611.767
5191 2223.97 621.258
5192 2225.63 641.73
5193 2228.5 895.036
5194 2231.28 593.362
5195 2237.94 487.355
5196 2240.33 569.977
5197 2244.48 583.152
5198 2254.1 509.701
5199 2299.13 456.719
5200 2301.59 671.336
5201 2307.1 629.585
5202 2323.45 640.989
5203 2329.19 889.349
5204 2338.93 815.013
5205 2344.08 613.426
5206 2351.04 633.251
5207 2354.76 788.457
5208 2354.76 788.457
5209 2361.06 595.289
5210 2361.98 759.629
5211 2362.97 653.575
5212 2365.85 686.992
5213 2366.09 518.661
5214 2367.87 539.381
5215 2478.37 528.195
5216 2480.56 566.329
5217 2539.97 514.366
5218 2541.28 763.188
5219 2578.67 772.474
5220 2650.84 236.228
5221 2664.25 680.997
5222 2669.85 785.51
5223 2676.39 505.028
5224 2677.13 717.141
5225 2725.51 366.801
5226 2757.7 687.105
5227 2800.17 620.083
5228 2807.03 529.547
5229 2949.61 900.479
5230 2963.92 250.172
5231 3066.72 631.805
5232 3193.7 701.862
5233 3196.86 617.452
Visibility for camera IMG_20241230_135742.jpg
661
144 684.649 609.204
185 700.341 699.201
211 710.808 689.847
212 710.939 696.727
466 913.522 756.11
467 914.014 774.13
471 922.989 782.827
473 931.903 774.006
474 935.094 756.999
478 959.191 836.253
499 1021.4 773.38
508 1051.05 819.055
509 1055.6 711.771
513 1082.01 681.878
514 1063.21 820.359
516 1089.68 675.575
532 1118.99 860.82
536 1127.43 872.131
545 1157.68 857.142
555 1182.45 699.936
561 1202.95 739.548
565 1198 864.261
567 1222.63 752.102
583 1281.24 691.02
642 1932.48 807.538
643 1932.48 807.538
738 672.398 661.76
836 955.79 692.731
844 1052.34 850.489
866 1243.84 880.382
871 1405.11 728.589
875 1415.13 804.187
891 1936.1 617.381
1062 1026.24 744.312
1066 1079.12 865.886
1069 1126.51 896.848
1077 1479.36 684.951
1082 1715.84 656.769
1083 1676.36 777.289
1213 1036.43 664.723
1216 1027.46 856.883
1218 1099.08 703.055
1245 1633.63 759.457
1334 1104.31 893.883
1339 1134.67 858.044
1346 1242.59 824.9
1352 1421.96 744.125
1353 1433.49 787.237
1357 1653.52 739.158
1449 1096.9 717.104
1471 1601.56 630.786
1558 1392.64 700.072
1562 1604.96 801.223
1565 1651.98 801.435
1570 1860 852.142
1575 1939.11 715.131
1614 712.278 639.514
1662 1468.83 673.901
1663 1471.09 680.243
1664 1471.09 680.243
1671 1891.03 772.307
1672 1891.03 772.307
1674 1963.71 732.048
1742 1039.76 701.253
1766 1264.17 914.476
1771 1609.7 760.05
1775 1842.14 753.347
1777 1938.12 787.266
1795 734.949 630.481
1821 1205.23 883.834
1823 1252.09 897.613
1824 1294.24 632.825
1825 1295.82 621.578
1836 1602.54 767.522
1846 1879.49 784.446
1847 1882.71 760.862
1921 1243.66 864.471
1926 1594.11 631.192
1944 720.435 630.192
2043 1221.72 824.248
2054 1963.71 732.048
2125 1119.19 630.06
2233 1396.03 717.113
2234 1436.08 643.831
2241 1847.8 699.709
2323 1442.04 729.937
2324 1442.04 729.937
2325 1462.89 807.042
2329 1618.01 768.946
2333 1851.82 783.27
2336 1965.62 801.454
2430 1442.31 742.76
2434 1883.88 714.228
2498 1066.65 700.293
2521 1659.14 761.022
2522 1660.44 786.772
2523 1663.17 823.804
2586 1149.46 847.446
2601 1403.74 714.327
2607 1618.2 618.071
2608 1620.88 617.96
2609 1635.65 700.229
2612 1659.14 761.022
2617 1797.71 712.87
2619 1884.01 740.567
2620 1879.98 830.419
2703 1481.55 638.32
2704 1481.55 638.32
2722 1923.33 851.018
2794 1278.22 728.28
2811 1930.72 741.482
2813 1979.53 801.824
2814 2193.32 807.455
2889 1438.42 768.324
2892 1531.41 728.117
2893 1547.79 718.516
2898 1690.05 737.541
2899 1700.21 695.706
2907 1915.84 857.407
2913 2109.38 708.538
2917 2188.53 820.747
2974 1388.46 804.732
2976 1420.22 843.834
2982 1521.15 717.841
2985 1699.55 820.229
2989 1863.69 800.194
2990 1873.2 754.11
2995 1927.95 729.787
2996 1953.96 652.828
2997 1938.86 698.982
3056 1212.04 624.1
3066 1354.58 629.884
3084 1602.18 793.886
3087 1707.73 717.356
3091 1924.87 820.363
3092 2068.27 710.257
3162 1611.3 766.324
3167 1697.82 849.472
3173 2132.68 736.032
3174 2176.8 754.429
3175 2176.8 754.429
3212 1077.75 758.32
3224 1206.25 852.034
3225 1206.25 852.034
3244 1467.98 680.892
3247 1466.46 742.37
3261 1892.63 819.951
3262 1892.63 819.951
3263 1901.57 801.855
3265 1965.79 785.386
3266 1995.7 769.187
3317 1456.89 783.8
3322 1588.5 783.764
3328 1700.21 695.706
3337 1944.52 856.382
3377 1096.91 710.241
3380 1122.33 637.821
3410 1616.51 828.547
3412 1703.21 672.69
3419 1990.11 804.565
3420 2016.15 740.709
3449 1083.34 731.192
3457 1219.72 633.869
3461 1277.37 737.952
3485 1636.01 679.526
3486 1656.45 677.393
3495 1883 749.501
3496 1883 749.501
3504 2160.15 813.479
3540 864.631 735.629
3558 1109.62 754.491
3562 1119.73 731.637
3604 1646.25 615.049
3606 1630.13 725.893
3608 1692.36 631.879
3609 1679.09 847.703
3619 1858.57 844.622
3624 1914.69 801.646
3625 1974.99 663.359
3626 1959.63 817.493
3627 2239.29 737.525
3662 1069.19 735.134
3673 1306.33 741.522
3690 1708.06 769.382
3693 1838.69 761.332
3694 1838.69 761.332
3696 1908.87 852.75
3708 773.322 626.274
3771 1646.74 678.119
3779 2180.34 780.004
3793 512.502 663.031
3795 516.586 683.176
3796 516.586 683.176
3828 1122.29 843.824
3838 1428.32 663.333
3839 1444.6 669.562
3865 1838.61 843.795
3869 1881.88 682.381
3877 2024.16 766.545
3880 2159.83 717.912
3882 2170.69 726.992
3891 734.949 630.481
3948 1492.86 617.1
3986 2037.13 712.368
3993 2238.67 815.748
4017 1001.59 595.485
4018 1001.59 595.485
4031 1126.67 660.22
4053 1388.37 667.606
4060 1666.24 769.474
4065 1861.24 661.244
4073 2226.06 694.698
4085 1124.86 776.435
4092 1254.82 887.72
4094 1288.15 743.833
4097 1442.31 742.76
4131 1171.25 699.597
4143 1524.11 553.735
4147 1449.28 680.824
4165 1904.48 647.065
4168 1903.69 753.719
4175 2105.59 658.493
4178 2185.52 765.87
4211 1868.13 746.329
4228 542.368 592.21
4242 1017.82 581.118
4257 1291.77 832.09
4263 1461.28 815.614
4301 608.538 689.975
4302 720.435 630.192
4317 1192.08 677.7
4322 1291.99 872.182
4324 1317.07 692.929
4325 1318.1 620.802
4338 1690.27 763.464
4345 2030.92 748.288
4348 2139.06 836.102
4351 2251.63 742.652
4373 1048.63 729.127
4376 1082.01 681.878
4387 1272.65 805.831
4391 1295.76 705.562
4394 1405.81 657.238
4395 1405.81 657.238
4397 1503.03 761.893
4423 2096.45 864.961
4424 2096.45 864.961
4425 2126.41 821.206
4427 2132.95 751.857
4429 768.069 742.002
4430 832.536 713.154
4432 1012.52 624.07
4435 1075.89 736.865
4436 1079.42 715.795
4440 1096.91 710.241
4441 1137.59 716.897
4449 1271.29 651.94
4453 1330.87 846.537
4456 1432.06 672.166
4458 1561.22 937.509
4459 1619.97 784.391
4460 1640.34 684.01
4465 1927.11 660.841
4472 2195.29 784.746
4474 2201.13 852.08
4475 2201.13 852.08
4486 905.769 678.359
4499 1317.52 632.083
4502 1432.06 672.166
4507 1675.56 708.911
4520 1918.54 633.98
4532 429.829 717.778
4537 509.242 598.431
4539 711.83 648.966
4546 847.449 731.14
4553 1301.28 755.571
4554 1359.68 676.453
4555 1558.52 683.051
4560 2267.7 703.007
4563 2686.58 749.974
4567 666.152 665.773
4570 808.179 633.918
4574 913.881 808.416
4577 1018.29 617.938
4578 1018.29 617.938
4579 1019.29 682.898
4580 1027.46 856.883
4585 1207.48 647.219
4592 1380.3 626.34
4597 1498.88 812.473
4598 1645.99 647.047
4605 1848.37 651.04
4606 1861.24 661.244
4612 2033.44 723.281
4625 468.449 636.711
4630 524.056 623.122
4631 608.538 689.975
4642 1106.41 788.985
4643 1128.08 642.582
4646 1164.05 710.823
4651 1301.28 755.571
4656 1361.24 657.557
4658 1506.18 789.743
4659 1619.3 662.272
4674 2182.09 914.496
4687 252.877 786.051
4688 261.893 627.731
4689 262.36 622.586
4692 275.646 784.501
4694 286.952 784.855
4698 303.398 614.874
4699 303.928 637.824
4702 308.879 634.461
4703 310.86 785.534
4705 330.573 595.148
4707 328.629 639.576
4708 333.232 610.858
4712 337.138 670.049
4713 337.619 717.329
4714 334.594 783.924
4718 346.532 667.823
4720 355.413 660.477
4721 362.936 606.054
4724 399.291 602.947
4725 399.123 782.715
4729 452.116 782.338
4731 494.2 599.086
4734 565.999 569.677
4735 576.819 819.737
4741 785.201 627.228
4742 833.425 834.708
4744 893.159 689.648
4754 1212.04 624.1
4761 1582.66 631.442
4776 223.24 623.359
4777 223.24 623.359
4780 247.647 667.824
4782 304.2 715.388
4786 359.696 782.246
4788 379.242 784.159
4789 405.522 781.751
4794 507.667 781.377
4795 522.285 782.676
4797 536.624 781.559
4798 559.262 655.418
4799 562.441 765.391
4800 594.865 613.092
4801 599.167 779.587
4805 680.723 725.099
4806 740.445 634.444
4808 756.396 901.643
4811 854.71 746.406
4814 913.881 808.416
4815 913.961 810.281
4816 1011.98 631.07
4817 1041.22 858.355
4818 1075.89 736.865
4823 1172.98 621.34
4824 1170.69 857.659
4825 1316.27 407.391
4827 1209.49 657.483
4828 1251.88 678.942
4831 1291.55 696.595
4834 1463.41 754.616
4839 1634.44 481.656
4844 1738.87 695.689
4852 1989.51 642.157
4863 280.781 785.303
4865 411.365 642.142
4869 525.028 597.165
4874 1072.19 795.659
4881 1209.49 657.483
4885 1459.48 690.549
4888 1722.09 822.016
4891 1741.9 805.189
4892 1745.48 785.655
4902 1958.02 688.937
4911 309.287 605.233
4912 392.218 784.617
4913 592.794 587.298
4914 614.408 780.094
4918 972.914 708.309
4922 1126.18 821.904
4923 1186.68 657.841
4924 1213.09 656.98
4925 1296.82 763.298
4926 1383.26 572.815
4932 1595.28 841.839
4934 1744.75 718.686
4936 1758.32 719.05
4945 2674.54 722.217
4950 116.843 729.076
4952 240.371 750.531
4953 273.151 632.108
4956 397.328 662.812
4958 470.491 660.58
4960 573.036 638.912
4961 584.608 753.253
4962 655.703 594.073
4963 648.778 888.906
4965 708.148 663.753
4966 691.356 777.778
4970 901.443 735.858
4971 905.769 678.359
4972 936.174 852.92
4973 955.79 692.731
4974 966.025 920.145
4975 991.02 745.442
4978 1159.56 643.155
4979 1183.98 705.373
4980 1183.98 705.373
4981 1222.31 607.349
4983 1230.11 683.397
4984 1265.83 620.379
4987 1381.84 618.392
4988 1394.32 722.642
4989 1436.01 565.14
4990 1444.12 593.033
4991 1471.1 487.751
4992 1473.14 495.541
4993 1473.14 495.541
4994 1463.42 641.326
4995 1466.05 770.558
4996 1486.45 807.535
4998 1589.93 779.497
5000 1728.13 742.184
5001 1729.8 748.937
5004 1873.59 648.133
5005 1915.49 669.921
5006 1924.7 671.677
5007 2012.92 658.816
5009 2232.56 644.086
5012 2333.29 589.188
5013 2342.53 564.711
5015 2383.65 525.056
5016 2383.65 525.056
5017 113.117 672.567
5018 387.225 659.967
5019 399.123 782.715
5022 555.968 685.842
5023 555.268 847.496
5024 568.835 584.797
5026 632.069 690.171
5032 897.265 599.63
5034 954.555 909.734
5035 1029.88 576.878
5036 1029.88 576.878
5038 1215.14 642.544
5039 1215.14 642.544
5040 1227.33 724.2
5042 1264.2 665.059
5043 1296.82 763.298
5045 1352.31 567.799
5047 1422.53 547.477
5048 1405.11 728.589
5053 1658.23 436.892
5055 1724.42 310.512
5056 1690.27 763.464
5058 1721.72 806.237
5059 1787.33 559.946
5060 1803.15 602.958
5061 1792.82 724.068
5063 1927.11 660.841
5064 1981.82 468.822
5067 2144 645.729
5070 2303.72 654.353
5078 460.912 852.309
5079 525.028 597.165
5080 583.712 877.473
5082 755.404 674.254
5083 774.462 557.253
5087 976.789 665.734
5089 994.033 646.626
5090 1039.85 643.985
5091 1095.45 657.953
5092 1131.03 812.027
5094 1148.46 723.284
5095 1154.76 834.838
5096 1165.88 810.367
5097 1202.95 611.685
5098 1213.09 656.98
5099 1225.97 643.274
5100 1225.97 643.274
5101 1227.09 711.711
5102 1223.64 931.3
5103 1290.25 491.451
5104 1291.95 481.888
5105 1280.72 582.752
5107 1357.08 876.07
5108 1394.28 628.119
5110 1392.64 700.072
5111 1402.76 690.037
5113 1425.67 677.863
5115 1471.1 487.751
5117 1513.95 639.435
5118 1514.04 687.206
5119 1639.99 629.808
5120 1656.45 677.393
5121 1723.8 335.278
5123 1751.34 584.52
5124 1733.81 748.609
5125 1741.12 806.215
5126 1749.91 747.656
5127 1760.71 657.093
5128 1774.26 583.663
5129 1787.27 445.729
5130 1776.57 650.033
5131 1785.22 593.436
5132 1788.98 726.281
5133 1797.21 715.889
5134 1801.35 692.216
5135 1842.11 433.029
5136 1822.14 699.214
5137 1863.47 439.662
5138 1871.69 458.205
5139 1849.84 903.186
5141 1929.98 419.691
5142 1990.62 905.569
5143 2035.48 444.002
5145 2036.85 669.055
5146 2049.85 725.28
5147 2076.06 608.373
5148 2104.37 618.855
5150 2149.32 660.079
5151 2180.2 652.82
5152 2186.93 570.272
5153 2176.84 808.921
5154 2214.38 432.078
5155 2210.23 581.054
5157 2209.86 717.02
5160 2226.97 761.678
5161 2240.25 576.693
5162 2263.43 515.362
5163 2263.43 515.362
5164 2256.36 601.683
5166 2273.06 492.436
5167 2249.86 833.963
5169 2252.39 869.379
5170 2283.96 517.748
5172 2280.99 577.63
5178 2282.05 815.04
5179 2303.72 654.353
5182 2314.32 556.323
5183 2317.53 719.237
5184 2330.04 655.409
5185 2327.65 720.528
5186 2342.4 715.282
5187 2336.55 954.219
5188 2363.99 564.065
5189 2364.45 682.783
5190 2369.48 649.144
5192 2372.47 679.119
5193 2357.75 935.02
5194 2389.54 631.239
5195 2391.45 524.828
5196 2400.39 608.411
5197 2403.95 621.44
5200 2445.71 714.233
5201 2453.14 672.716
5203 2457.49 936.639
5204 2472.35 862.257
5206 2496.25 678.818
5207 2492.17 836.546
5208 2492.17 836.546
5209 2510.85 640.829
5210 2500.94 806.779
5211 2508.83 699.891
5212 2509.92 733.269
5213 2520.88 563.341
5217 2703.04 568.779
5218 2687.18 823.021
5223 2850.92 566.267
5224 2836.68 784.407
5226 2927.17 759.749
5228 2992.57 599.562
5229 3127.77 995.024
5234 70.0151 795.721
5235 119.913 614.449
5236 176.434 629.608
5237 285.454 600.607
5238 582.349 590.256
5239 762.299 628.512
5240 817.526 836.559
5241 830.875 828.093
5242 994.033 646.626
5243 1070.75 585.117
5244 1079.96 550.628
5245 1097.71 757.145
5246 1143.68 738.354
5247 1151.13 552.954
5248 1163.44 649.435
5249 1163.44 649.435
5250 1167.25 811.613
5251 1173.99 886.825
5252 1227.33 724.2
5253 1251.88 678.942
5254 1339.27 550.007
5255 1366.03 821.749
5256 1429.2 708.51
5257 1432.24 564.549
5258 1461.28 815.614
5259 1473.83 498.418
5260 1488.69 761.822
5261 1506.55 812.144
5262 1522.62 867.145
5263 1542.44 823.521
5264 1605.15 618.053
5265 1636.12 942.701
5266 1690.05 737.541
5267 1778.58 576.669
5268 1787.33 559.946
5269 1838.92 702.03
5270 1852.62 457.114
5271 1871.69 458.205
5272 1880.97 601.288
5273 1883.88 714.228
5274 1894.87 941.475
5275 1969.1 669.182
5276 1969.1 669.182
5277 1974.24 803.563
5278 1974.36 829.932
5279 1978.05 584.764
5280 2017.93 667.97
5281 2045.06 745.076
5282 2072.09 490.849
5283 2161.15 686.293
5284 2181.25 651.839
5285 2198.79 637.865
5286 2208.64 722.126
5287 2238.67 815.748
5288 2240.65 675.797
5289 2249.33 637.965
5290 2253.37 682.555
5291 2264 647.512
5292 2276.14 499.847
5293 2314.62 531.883
5294 2336.92 497.788
5295 2352.22 787.387
5296 2363.61 901.973
5297 2389.54 631.239
5298 2400.82 644.143
5299 2403.6 524.716
5300 2419.08 512.549
5301 2435.27 544.204
5302 2463.52 508.871
5303 2471.79 852.38
5304 2494.45 762.123
5305 2520.88 563.341
5306 2560.54 891.783
5307 2571.31 519.873
5308 2672.03 592.054
5309 2701.75 601.169
5310 2714.5 900.294
5311 2746.67 754.257
5312 2779.46 693.2
5313 2838.24 799.56
5314 2878.15 805.714
5315 2908.68 928.836
5316 3006.28 748.211
5317 3110.05 685.555
5318 3172.81 835.408
Visibility for camera IMG_20241230_135744.jpg
654
185 746.166 769.78
211 756.284 760.117
251 768.233 742.459
467 943.073 835.854
470 972.09 752.893
471 951.784 843.496
473 959.712 834.574
474 962.201 817.734
484 1017.34 894.396
499 1043.75 831.039
508 1072.76 874.965
509 1075.23 770.03
513 1099.97 740.111
514 1084.21 876.629
516 1107.51 733.942
532 1138.17 914.005
536 1146.51 924.808
545 1175.15 909.261
555 1195.74 754.135
561 1215.8 792.061
565 1213.71 915.137
567 1235.14 803.452
583 1289.66 741.749
594 1407.18 695.746
642 1929.11 836.056
643 1929.11 836.056
836 980.642 754.241
849 1115.26 732.018
854 1139.86 954.14
866 1258.05 929.589
871 1409.73 774.737
875 1421.23 849.185
891 1927.02 645.902
1061 1067.42 736.01
1062 1047.54 802.654
1069 1146.03 949.323
1077 1481.23 729.346
1082 1711.17 693.319
1083 1675.08 814.042
1213 1056.74 724.763
1218 1116.65 760.096
1245 1633.33 797.798
1334 1124.92 946.99
1339 1153.16 910.952
1352 1426.52 789.511
1353 1438.78 831.584
1357 1651.3 776.844
1449 1114.98 773.766
1471 1598.47 671.323
1482 2152.1 777.725
1558 1397.02 747.06
1559 1421.7 831.634
1565 1652.48 839.39
1570 1858.77 882.441
1575 1932.45 743.643
1576 1939.52 849.431
1643 1041.44 817.023
1671 1886.85 802.216
1672 1886.85 802.216
